batch0.1 11.195 50.1947 8
batch0.2 8.392 51.6156 10
batch0.3 10.412 50.2196 11
batch0.4 11.951 49.671 14
batch0.5 10.846 47.7588 10
batch0.6 7.411 47.7486 16
batch0.7 8.205 48.9582 13
batch0.8 8.851 50.6819 10
batch0.9 10.566 47.9008 19
batch0.10 11.257 50.426 22
batch0.11 10.277 49.8088 22
batch0.12 12.364 48.5748 9
batch0.13 10.506 49.503 10
batch0.14 7.947 51.0213 12
batch0.15 9.389 49.5645 13
batch0.16 8.967 50.2334 16
batch0.17 13.198 47.9603 10
batch0.18 9.348 50.4498 13
batch0.19 8.340 50.4957 8
batch0.20 9.182 49.0668 11
batch0.21 8.934 50.4774 17
batch0.22 10.122 49.9493 42
batch0.23 9.910 49.6363 13
batch0.24 10.739 50.0573 15
batch0.25 9.450 48.5491 13
batch0.26 10.757 49.6131 5
batch0.27 10.490 48.1455 27
batch0.28 9.672 49.9159 12
batch0.29 9.310 48.334 8
batch0.30 11.109 49.3115 15
batch0.31 9.344 49.7587 11
batch0.32 10.313 49.8942 6
batch0.33 12.870 51.0433 19
batch0.34 7.966 48.2638 5
batch0.35 9.903 49.3195 16
batch0.36 10.721 47.6982 26
batch0.37 9.076 50.2334 17
batch0.38 9.957 50.8123 8
batch0.39 10.302 49.9853 4
batch0.40 8.923 51.3315 11
batch0.41 9.933 50.7986 13
batch0.42 11.455 51.2455 17
batch0.43 10.582 50.2739 27
batch0.44 9.677 48.8901 12
batch0.45 10.144 50.2781 15
batch0.46 8.950 49.6819 21
batch0.47 10.634 49.3298 16
batch0.48 11.871 49.2205 22
batch0.49 10.354 50.0897 9
batch0.50 8.313 49.5333 7
batch0.51 7.978 49.2333 12
batch0.52 11.553 46.1532 20
batch0.53 9.477 49.3062 15
batch0.54 8.635 50.1285 7
batch0.55 8.518 47.4991 12
batch0.56 11.980 49.2328 17
batch0.57 10.798 49.3805 13
batch0.58 11.016 50.9154 18
batch0.59 9.807 47.2136 23
batch0.60 10.478 49.0324 9
batch0.61 9.663 49.7789 22
batch0.62 10.690 47.1878 12
batch0.63 8.780 50.6936 8
batch0.64 8.905 50.8619 22
batch0.65 11.147 50.1677 13
batch0.66 10.424 45.4657 20
batch0.67 7.998 47.6257 10
batch0.68 9.532 48.6357 18
batch0.69 10.579 48.1878 15
batch0.70 12.554 49.7142 12
batch0.71 11.105 48.7021 16
batch0.72 10.757 49.0363 11
batch0.73 8.383 48.9866 21
batch0.74 12.290 49.8467 4
batch0.75 8.556 49.479 12
batch0.76 10.246 50.7491 24
batch0.77 11.595 49.6972 14
batch0.78 11.304 49.6966 25
batch0.79 8.815 47.6962 12
batch0.80 12.520 48.5584 14
batch0.81 12.252 49.4855 19
batch0.82 10.115 49.1228 14
batch0.83 11.994 50.0863 8
batch0.84 8.354 49.1478 19
batch0.85 10.497 49.4231 8
batch0.86 7.885 50.0424 4
batch0.87 10.361 50.1172 9
batch0.88 9.829 47.9629 14
batch0.89 10.194 46.946 7
batch0.90 11.969 48.4376 17
batch0.91 9.475 50.8036 19
batch0.92 8.540 48.3718 13
batch0.93 8.517 50.4808 10
batch0.94 11.687 48.8117 12
batch0.95 12.996 49.0132 15
batch0.96 12.354 49.2663 11
batch0.97 9.115 49.5968 19
batch0.98 11.909 46.1681 22
batch0.99 12.263 49.3143 2
batch0.100 8.994 49.0295 11
batch0.101 8.227 51.8303 13
batch0.102 9.713 51.1037 9
batch0.103 11.002 50.8703 7
batch0.104 9.139 49.3521 11
batch0.105 6.877 50.3252 9
batch0.106 12.552 49.4158 11
batch0.107 11.571 48.9226 8
batch0.108 10.807 50.0116 8
batch0.109 12.025 49.0694 7
batch0.110 13.057 49.6936 10
batch0.111 8.080 50.9689 14
batch0.112 11.382 48.025 12
batch0.113 10.743 50.2741 10
batch0.114 8.671 50.4134 16
batch0.115 11.141 49.8271 5
batch0.116 11.456 47.3679 14
batch0.117 9.067 51.088 10
batch0.118 10.379 48.3067 16
batch0.119 8.655 50.516 15
batch0.120 8.156 51.4499 6
batch0.121 11.204 48.4552 14
batch0.122 8.563 51.808 8
batch0.123 11.916 48.738 23
batch0.124 7.851 49.539 8
batch0.125 8.630 50.3866 11
batch0.126 9.470 49.9584 9
batch0.127 9.406 47.6317 10
batch0.128 9.475 49.6635 3
batch0.129 7.168 50.3015 10
