1 9.663 58.2536 47
2 9.042 57.4902 36
3 10.836 57.9335 32
4 7.807 57.9471 29
5 9.085 55.4258 39
6 11.635 60.3681 49
7 12.900 58.1155 51
8 8.670 52.4699 22
9 9.660 56.8269 37
10 8.737 58.5268 43
11 9.291 62.9393 58
12 9.212 60.2162 53
13 9.671 59.08 33
14 10.448 59.8465 43
15 8.913 60.5125 60
16 9.633 59.3631 38
17 10.932 58.3483 51
18 7.647 57.3522 39
19 12.485 54.4415 40
20 8.734 58.9204 31
21 9.912 55.7754 30
22 12.348 56.0282 22
23 9.290 58.5586 43
24 8.371 57.9414 41
25 9.035 57.4723 37
26 10.098 57.7996 28
27 9.770 59.7943 71
28 9.867 56.3918 55
29 9.176 57.8181 47
30 9.422 59.3297 80
31 10.268 59.8319 38
32 8.838 58.2381 29
33 8.077 56.3265 25
34 9.801 59.8107 51
35 7.961 57.2623 49
36 9.498 58.6143 30
37 10.941 57.3617 49
38 9.839 56.6302 44
39 10.139 58.3606 41
40 11.556 59.237 51
41 8.450 53.3698 44
42 13.025 57.3156 35
43 8.629 60.6344 30
44 9.993 58.2352 51
45 8.275 57.4987 58
46 10.647 56.6987 82
47 10.017 57.5159 63
48 9.183 59.892 57
49 8.766 59.7286 51
50 10.666 59.7757 78
51 12.673 55.2199 40
52 9.735 60.4156 42
53 9.402 56.1848 54
54 9.137 58.861 45
55 11.833 57.8703 24
56 10.685 58.2266 67
57 10.956 55.6799 56
58 8.730 61.1339 55
59 11.516 56.7189 49
60 11.701 54.9118 59
61 9.661 58.7912 56
62 10.105 56.1168 30
63 8.704 55.9259 29
64 9.227 59.1955 58
65 9.223 58.9114 39
66 9.817 56.8593 60
67 9.204 60.2238 46
68 11.306 56.6739 37
69 9.084 56.4749 29
70 7.756 56.5268 21
71 8.066 57.7093 68
72 10.823 57.416 44
73 10.078 56.9109 70
74 9.673 56.1326 83
75 9.278 60.4688 42
76 11.574 59.7107 25
77 8.165 57.7129 38
78 8.579 56.3759 58
79 10.823 57.5842 49
80 12.949 59.0727 47
81 10.137 58.5988 53
82 12.317 59.4376 41
83 9.210 56.9364 61
84 13.377 54.7619 36
85 9.255 56.6482 38
86 9.252 58.5026 53
87 8.221 59.2272 44
88 11.506 58.7242 32
89 12.097 58.1068 32
90 8.745 54.4247 65
91 11.333 55.6074 80
92 11.384 58.1544 31
93 9.631 58.3099 25
94 10.937 59.4676 35
95 12.149 59.9402 45
96 11.383 56.5918 40
97 8.838 57.0141 58
98 9.655 57.3279 46
99 10.670 58.9499 35
100 12.118 59.1839 55
101 9.381 57.617 67
102 9.004 57.4578 52
103 8.936 59.6251 81
104 10.349 55.6762 78
105 8.870 55.8512 38
106 12.173 59.6984 59
107 8.688 60.1035 30
108 9.092 57.0027 62
109 12.525 57.0503 43
110 11.688 56.7209 23
111 12.428 57.0487 35
112 11.219 57.5911 67
113 10.180 59.8694 59
114 9.749 59.0094 36
115 11.711 57.1874 31
116 8.962 58.0378 48
117 8.183 59.3508 54
118 8.985 55.2848 26
119 10.943 57.7544 49
120 8.981 57.6402 31
121 9.515 57.4223 45
122 11.344 57.091 52
123 9.700 57.9275 53
124 9.294 58.674 54
125 11.571 57.8152 62
126 10.436 57.7168 41
127 8.774 58.2312 68
128 10.774 57.5593 49
129 8.491 60.5336 56
130 8.882 57.6101 66
131 12.066 59.0976 58
132 9.984 59.9242 42
133 12.885 59.2097 27
134 10.201 58.591 34
135 10.955 56.4097 31
136 8.545 58.1744 37
137 9.633 59.0723 46
138 8.424 57.5549 55
139 12.155 59.6375 50
140 11.766 56.7553 45
141 9.453 55.4886 84
142 11.979 54.9534 32
143 8.084 59.1092 32
144 11.547 57.7435 35
145 8.267 58.2596 38
146 9.060 53.8417 39
147 11.284 58.2398 41
148 9.471 56.711 42
149 10.586 57.0448 58
150 7.946 56.0896 38
151 10.594 59.0184 59
152 10.511 57.8309 60
153 8.965 58.7707 23
154 9.148 55.1208 28
155 10.724 58.6797 44
156 9.193 58.8312 58
157 10.167 59.5686 48
158 10.363 56.3575 55
159 11.230 57.8998 39
160 10.442 57.5831 30
161 9.028 59.8 34
162 9.249 58.8337 23
163 9.381 60.1655 88
164 12.321 57.0916 37
165 9.800 59.066 40
166 11.220 58.8173 54
167 11.755 58.4731 42
168 9.677 56.2488 30
169 8.459 59.3113 59
170 10.102 57.3841 36
171 8.682 60.2937 51
172 11.234 54.9093 29
173 9.005 56.9495 36
174 12.365 57.7446 27
175 10.239 58.2175 47
176 10.486 56.4121 72
177 8.491 57.6298 47
178 10.306 60.8843 33
179 10.817 55.9584 52
180 8.776 58.1871 44
181 9.998 57.4892 48
182 8.752 56.1799 16
183 11.506 58.7932 49
184 9.636 60.7334 38
185 8.405 55.9733 38
186 11.585 58.789 41
187 12.135 59.7029 45
188 9.867 56.1193 43
189 10.895 55.385 25
190 8.777 56.5521 47
191 8.607 58.6436 29
192 11.930 58.5154 27
193 13.391 58.5599 52
194 8.917 57.4575 44
195 9.984 55.6258 40
196 11.773 56.4528 23
197 9.127 60.6428 67
198 10.309 61.1339 45
199 8.859 60.2103 50
200 9.505 56.1549 33
201 10.114 57.8409 37
202 10.093 57.5361 44
203 10.112 57.8574 42
204 9.805 59.1748 20
205 11.585 55.9274 31
206 11.819 56.2864 32
207 9.896 58.7253 42
208 12.058 56.2327 46
209 8.874 59.6769 40
210 11.636 58.079 36
211 11.095 60.6785 41
212 10.016 54.8828 46
213 8.888 58.4033 52
214 9.092 57.0037 52
215 10.331 54.6229 34
216 11.014 57.8969 41
217 11.069 59.8625 50
218 10.353 55.3268 33
219 11.371 58.8898 72
220 10.371 56.4646 39
221 10.561 57.7708 39
222 8.419 58.188 46
223 9.126 60.2913 65
224 9.582 58.4914 64
225 10.180 58.2475 53
226 9.586 56.171 81
227 8.966 60.1219 40
228 9.994 59.4231 35
229 7.901 58.643 44
230 9.191 56.3391 61
231 10.036 56.6883 54
232 7.934 58.3172 23
233 10.531 58.1092 57
234 12.450 55.8187 39
235 11.056 56.8066 29
236 11.582 59.678 34
237 10.083 58.5112 61
238 8.589 59.1821 55
239 8.675 58.4625 28
240 12.584 52.1333 62
241 8.746 56.8632 37
242 10.116 56.332 43
243 8.751 54.8357 29
244 8.802 57.95 54
245 11.670 59.0668 39
246 8.429 59.3538 39
247 9.547 56.9853 39
248 11.191 61.234 76
249 9.509 59.6828 63
250 11.522 58.5042 83
251 12.055 59.3665 53
252 7.256 61.0226 39
253 8.011 58.341 34
254 8.257 57.5692 30
255 10.022 59.6598 26
256 9.750 59.4012 28
257 9.875 57.7953 57
258 12.369 56.36 47
259 10.728 58.3491 55
260 9.207 57.3045 41
261 9.909 58.6841 38
262 11.237 58.1892 44
263 10.401 58.131 30
264 11.497 58.9903 64
265 8.379 58.0667 35
266 10.001 57.0415 51
267 9.779 58.3156 41
268 10.116 57.9418 40
269 9.208 55.4405 37
270 7.919 59.3216 38
271 10.666 57.8554 31
272 9.679 57.5898 37
273 9.149 60.0746 41
274 11.761 59.8464 28
275 9.117 58.5128 42
276 9.407 57.824 48
277 7.310 56.1922 32
278 8.410 57.9479 44
279 8.830 56.2907 48
280 8.427 57.3761 36
281 9.593 55.5234 31
282 9.432 58.2018 58
283 9.771 57.4096 29
284 13.024 56.5619 43
285 9.669 57.4066 36
286 8.559 58.5843 42
287 9.188 59.0886 41
288 9.972 57.3667 48
289 11.859 59.3896 60
290 10.089 58.1007 43
291 9.156 54.952 33
292 8.272 58.8704 29
293 9.585 56.9779 60
294 8.798 59.1915 27
295 9.759 58.8572 65
296 10.595 57.8275 46
297 7.860 55.9597 45
298 11.663 58.1184 28
299 10.117 60.3676 30
300 7.953 58.5231 37
301 13.171 57.6821 39
302 10.739 60.1499 38
303 7.846 59.8477 29
304 9.303 57.6981 56
305 9.299 57.3534 42
306 8.764 57.3048 45
307 10.960 56.381 34
308 7.089 55.7234 31
309 8.348 57.0515 48
310 12.442 54.8084 59
311 11.754 60.0249 74
312 7.195 59.9661 42
313 11.495 57.247 63
314 8.836 58.8976 18
315 12.054 58.0682 34
316 9.623 58.8774 45
317 10.881 57.3373 45
318 9.012 58.4498 30
319 10.725 57.3466 30
320 10.211 54.1297 34
321 9.993 54.4735 45
322 9.254 60.0596 29
323 8.333 60.6701 66
324 11.292 57.2526 41
325 8.406 56.4089 23
326 10.870 59.5954 42
327 9.994 57.3533 59
328 8.817 57.619 28
329 10.632 58.1651 53
330 9.198 60.4238 44
331 11.621 57.7887 36
332 8.699 58.0778 34
