1 9.771 47.5559 36
2 9.803 48.4862 35
3 9.269 48.6839 29
4 10.002 49.0746 36
5 9.851 48.25 37
6 9.828 48.3812 42
7 10.369 49.1199 45
8 9.925 48.9298 41
9 9.726 48.9066 38
10 9.739 48.1466 35
11 10.275 50.012 51
12 9.631 47.9233 33
13 9.930 49.2513 37
14 8.718 49.5525 44
15 9.950 49.9439 42
16 9.411 47.8842 39
17 9.663 48.2129 39
18 10.706 49.6991 46
19 9.239 47.2329 42
20 9.527 49.6472 38
21 10.259 49.4888 44
22 9.107 49.1823 38
23 9.482 49.706 32
24 9.862 49.035 39
25 8.977 45.7417 40
26 9.274 49.461 33
27 9.211 49.1584 35
28 9.758 47.5829 32
29 9.575 50.3017 31
30 9.656 50.082 35
31 9.328 50.0212 40
32 9.802 47.9719 31
33 9.812 50.0208 36
34 8.994 47.9784 30
35 9.486 49.1242 28
36 9.254 49.1014 33
37 9.178 49.0214 42
38 10.138 47.8198 42
39 9.682 50.285 39
40 10.432 48.4186 32
41 9.435 50.2696 35
42 8.785 50.1133 34
43 9.063 50.0648 38
44 9.162 48.2352 34
45 8.820 47.5905 38
46 9.606 48.9705 36
47 9.343 46.6817 47
48 9.630 48.6215 31
49 9.209 49.3519 43
50 8.530 49.1242 36
51 9.268 49.1542 32
52 9.282 50.0151 33
53 9.235 49.4054 40
54 9.058 50.4762 33
55 9.443 50.2758 29
56 9.680 49.7756 40
57 10.682 47.2582 35
58 9.175 49.557 30
59 9.063 49.561 40
60 9.141 48.6572 33
61 9.394 48.4846 39
62 9.065 48.5583 38
63 9.361 49.9706 31
64 9.070 47.5359 37
65 9.792 50.3125 35
66 9.482 50.2665 39
67 10.017 47.8424 41
68 9.219 47.7954 35
69 9.383 49.4448 31
70 9.240 49.851 33
71 9.331 47.1697 43
72 9.049 48.4748 41
73 9.574 48.882 38
74 9.605 49.7392 38
75 9.836 48.7021 38
76 9.540 49.2757 33
77 10.102 48.8984 34
78 10.046 49.3109 41
79 10.281 48.3 46
80 9.256 48.3026 46
81 10.141 48.4212 34
82 9.092 48.6397 28
83 9.613 49.7937 40
84 10.453 48.0086 46
85 9.462 50.1014 46
86 9.376 49.7233 32
87 9.911 46.4285 41
88 9.179 46.7992 33
89 9.005 48.8603 37
90 9.775 50.26 35
91 9.917 48.7661 31
92 9.674 49.1521 26
93 9.887 46.6767 48
94 9.497 50.0551 35
95 9.246 49.2934 41
96 9.645 50.6275 41
97 9.744 49.2756 35
98 8.752 47.0447 49
99 9.042 47.1105 36
100 9.816 50.22 33
101 8.797 47.157 27
102 9.452 49.1885 31
103 9.555 50.7678 37
104 9.224 50.4008 38
105 9.574 48.8164 36
106 9.080 47.7032 43
107 9.719 49.705 36
108 9.127 48.6444 33
109 8.874 46.776 42
110 8.927 49.3769 27
111 9.795 49.4979 33
112 9.079 48.2107 49
113 9.844 47.9387 33
114 9.854 49.0072 35
115 9.162 48.0971 33
116 9.055 50.1152 31
117 9.830 49.9095 33
118 8.847 48.1236 41
119 9.409 49.8036 33
120 9.790 47.7977 40
121 8.976 48.5546 40
122 9.123 50.1111 41
123 8.535 50.032 30
124 9.293 48.8104 30
125 9.434 47.9436 31
126 9.324 50.1847 30
127 9.199 50.3672 37
128 10.284 47.9151 38
129 9.434 48.6739 40
130 9.221 49.8526 33
131 9.872 50.2978 36
132 9.377 49.0879 35
133 9.162 48.3331 40
134 9.519 48.5206 34
135 9.022 47.4634 34
136 9.640 49.9056 33
137 9.743 49.1059 29
138 9.804 49.495 47
139 9.857 48.9597 36
140 9.637 50.9063 25
141 9.562 48.966 40
142 9.386 49.9324 38
143 9.034 50.0822 43
144 9.192 48.213 38
145 9.417 49.1743 35
146 9.398 51.099 45
147 9.537 48.6777 39
148 8.987 49.3702 36
149 9.319 47.9278 40
150 9.797 50.3098 33
151 9.155 48.9276 38
152 9.031 50.1415 34
153 9.271 48.7173 35
154 10.571 48.0666 45
155 9.441 49.5695 40
