6 13.145 50.4199 40 10
12 9.469 50.9396 57 7
35 12.643 50.3685 48 8
52 11.016 51.0908 50 15
56 9.197 50.8454 49 9
72 7.744 50.6231 57 8
74 12.084 51.0321 43 12
90 10.237 51.4808 84 8
97 11.628 50.9802 53 10
104 9.820 50.1775 39 8
106 11.082 50.7715 53 10
112 8.803 51.0412 36 7
125 9.818 48.0758 52 11
128 9.670 51.4292 64 8
132 8.227 51.4953 37 8
136 6.517 50.5407 33 9
175 9.595 49.1073 51 9
176 11.794 51.9609 44 11
180 8.017 50.8475 55 10
197 10.708 49.4402 36 15
198 7.107 50.2819 36 8
210 10.309 48.9338 33 12
223 11.723 50.5845 36 8
229 11.641 48.7223 45 12
249 11.012 50.8956 53 9
252 9.757 50.0746 66 8
259 9.055 50.1024 24 8
289 10.623 50.1741 57 9
295 10.072 50.2633 44 9
328 12.692 49.466 32 9
332 9.023 50.111 49 9
339 9.457 49.3019 35 8
344 10.089 50.8585 51 7
364 11.385 49.7886 66 9
373 9.116 49.9029 50 9
374 11.736 48.7302 36 10
379 6.589 52.7837 44 12
382 10.644 48.3504 44 6
385 11.608 49.645 36 12
387 10.952 49.5673 31 9
398 10.689 51.6838 47 11
401 11.329 51.3007 53 7
414 11.703 49.4487 22 8
418 9.168 48.7377 52 10
423 11.935 51.5542 47 9
433 8.359 50.3216 47 10
446 9.625 50.4543 37 9
458 10.912 52.0369 42 8
463 8.899 50.4501 47 11
472 11.261 49.8776 66 8
481 8.782 49.3414 52 10
494 11.306 48.9147 59 12
497 12.369 50.503 33 18
502 8.886 51.848 55 7
512 10.085 49.8043 53 8
517 9.168 50.6425 64 8
526 8.058 50.2382 73 10
546 11.735 49.3982 28 8
553 12.431 48.7292 39 12
557 11.976 50.4535 50 10
568 7.663 51.0352 49 8
576 11.383 50.7458 43 10
599 9.578 52.7992 48 11
607 10.329 48.7893 39 11
611 10.310 49.7875 45 10
624 9.776 50.5197 35 8
653 12.705 49.5552 47 11
669 10.693 50.5424 54 8
674 10.543 49.8537 43 8
679 8.248 52.8375 47 18
682 11.767 50.395 47 9
683 10.363 50.2311 53 12
684 8.293 51.037 43 12
685 9.924 50.8915 74 10
693 11.708 51.5126 61 11
706 10.939 49.6339 55 10
742 9.592 51.8743 44 9
769 8.456 50.7874 60 9
776 11.475 50.2469 41 9
777 9.974 49.748 32 9
779 8.322 49.2245 40 12
786 10.426 50.5122 32 10
799 9.816 49.423 50 11
829 12.314 51.2866 48 12
834 8.997 50.3632 38 11
854 10.807 47.1775 30 12
877 9.498 49.9304 55 12
885 10.493 50.6408 45 8
888 9.469 49.9479 40 8
894 9.900 50.1774 48 9
900 8.432 49.1323 41 8
908 9.282 48.4317 43 9
925 12.110 49.8275 47 22
939 9.460 50.2162 23 8
942 10.059 49.4264 42 8
949 8.441 50.4162 40 8
956 9.894 50.0824 39 9
969 12.241 48.8991 49 11
972 9.166 51.0002 31 9
973 11.777 51.0094 44 10
993 11.865 49.2216 45 12
996 11.160 50.2769 70 11
997 10.705 47.6333 29 49
 9
 13
 12
 11
 7
 11
 12
 11
 10
 9
 8
 10
 8
 9
 10
 9
 7
 8
 9
 12
 13
 11
 11
 10
 17
 11
 9
 10
 9
 11
 7
 8
 10
 16
 9
 10
 12
 9
 8
 16
 9
 8
 10
 11
 16
 10
 13
 13
 9
 11
 9
 16
 8
 5
 10
 10
 12
 12
 10
 8
 13
 9
 12
 10
 34
 14
 9
 12
 12
 9
 8
 7
 9
 11
 11
 11
 9
 12
 11
 12
 12
 11
 10
 13
 8
 10
 9
 12
 33
 14
 12
 9
 10
 7
 10
 9
 10
 10
 9
 14
 11
 11
 8
 8
 14
 14
 10
 10
 13
 10
 8
 9
 9
 12
 10
 15
 10
 9
 11
 8
 12
 8
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
