batch9.102 9.471 53.5919 18
batch80.17 8.435 53.4492 13
batch89.68 7.923 53.3524 16
batch48.60 9.009 53.3483 8
batch77.67 7.884 53.1695 11
batch17.90 9.264 52.9747 11
batch75.15 8.999 52.9124 18
batch66.37 7.116 52.886 6
batch15.27 10.135 52.8572 15
batch35.5 8.007 52.8541 6
batch95.64 8.146 52.8161 4
batch85.2 7.498 52.8115 32
batch23.82 7.407 52.7879 14
batch77.17 7.697 52.7753 9
batch12.82 7.969 52.7516 18
batch16.3 10.735 52.7412 11
batch90.79 7.931 52.732 19
batch55.33 8.359 52.7216 21
batch98.14 10.758 52.6719 14
batch4.65 8.684 52.6698 17
batch13.73 9.087 52.6613 11
batch98.40 9.674 52.6493 15
batch63.7 8.783 52.6466 25
batch18.45 9.116 52.6302 32
batch99.79 9.376 52.6301 18
batch95.48 7.421 52.6151 4
batch38.19 10.509 52.5928 7
batch94.21 8.103 52.5893 5
batch47.53 8.034 52.5861 12
batch66.50 7.519 52.5827 19
batch96.27 11.879 52.5797 10
batch72.10 7.665 52.579 9
batch50.11 11.335 52.5766 15
batch8.22 8.582 52.5644 7
batch36.37 9.066 52.5475 11
batch54.70 7.996 52.5311 14
batch43.79 9.047 52.5258 6
batch61.90 8.170 52.5038 5
batch20.62 8.343 52.5031 3
batch27.27 6.972 52.5013 5
batch58.22 7.676 52.4772 20
batch28.53 8.632 52.4757 16
batch44.57 7.811 52.4729 9
batch94.8 8.038 52.4709 9
batch87.33 7.387 52.4623 26
batch26.91 8.512 52.4618 23
batch84.60 8.819 52.4582 12
batch79.69 8.282 52.4408 9
batch19.84 10.373 52.4344 8
batch83.55 6.803 52.4322 6
batch62.16 8.100 52.4314 16
batch70.63 9.363 52.4281 13
batch43.89 9.153 52.4267 0
batch37.56 10.049 52.4257 12
batch36.2 13.079 52.424 13
batch80.92 9.209 52.422 15
batch2.43 6.641 52.416 19
batch20.25 7.654 52.415 11
batch88.44 9.198 52.4138 8
batch48.31 8.517 52.4129 7
batch12.101 10.371 52.4103 10
batch93.19 8.872 52.4057 10
batch98.11 9.135 52.3964 21
batch0.17 7.240 52.3935 6
batch86.12 8.624 52.3924 13
batch92.92 9.314 52.3914 8
batch97.41 8.260 52.391 7
batch43.52 9.299 52.3906 25
batch67.14 9.100 52.385 2
batch32.69 7.284 52.3845 10
batch54.90 9.350 52.3814 22
batch92.94 9.595 52.3786 12
batch34.97 7.286 52.3743 21
batch41.23 8.950 52.3674 24
batch26.43 10.844 52.3639 17
batch33.78 10.251 52.3638 11
batch17.26 12.748 52.3636 18
batch52.71 10.185 52.3598 8
batch13.91 8.729 52.3501 13
batch95.67 9.200 52.3466 7
batch12.24 7.972 52.3464 8
batch62.91 9.258 52.3446 11
batch19.62 9.988 52.3399 24
batch56.42 9.806 52.3368 10
batch30.90 8.858 52.3212 9
batch69.39 7.522 52.3192 12
batch71.15 7.684 52.3161 4
batch49.91 8.656 52.3094 8
batch43.58 7.388 52.3014 20
batch61.62 8.990 52.2906 15
batch9.28 8.089 52.2901 8
batch26.85 9.697 52.2891 14
batch55.102 7.519 52.288 11
batch78.11 11.366 52.2862 19
batch88.84 9.371 52.281 15
batch11.10 8.412 52.2799 16
batch87.93 9.116 52.2777 12
batch27.28 8.651 52.2732 12
batch52.38 8.847 52.2686 15
batch37.44 8.293 52.2532 11
batch72.59 8.064 52.2489 11
batch41.13 8.272 52.2468 10
batch72.17 9.025 52.244 15
batch92.14 8.516 52.2374 13
batch13.33 8.027 52.2351 11
batch57.6 8.186 52.234 10
batch89.35 11.242 52.2337 26
batch4.14 8.377 52.2329 28
batch28.25 9.478 52.2307 18
batch90.65 8.615 52.2286 26
batch84.86 9.183 52.2157 11
batch86.34 9.349 52.214 8
batch36.4 10.915 52.2106 21
batch44.6 7.956 52.2087 5
batch44.46 8.889 52.2066 19
batch51.80 8.400 52.1876 15
batch46.65 7.593 52.1842 13
batch57.96 7.395 52.1835 14
batch66.33 9.155 52.18 20
batch10.57 11.042 52.1793 16
batch8.59 9.826 52.1763 13
batch30.83 8.646 52.1742 26
batch65.5 8.260 52.1709 25
batch68.56 7.920 52.1704 6
batch97.73 8.578 52.1668 13
batch22.23 8.138 52.1587 21
batch74.76 7.546 52.1582 14
batch81.67 8.560 52.1574 15
batch52.59 8.950 52.1568 19
batch68.30 8.880 52.1564 12
batch87.19 9.541 52.1532 8
batch60.72 8.239 52.1524 10
batch71.47 9.737 52.1489 18
batch17.100 8.401 52.1463 18
batch6.51 8.911 52.1458 13
batch26.99 8.399 52.1407 22
batch62.66 12.998 52.1371 14
batch43.3 7.127 52.1343 15
batch44.21 7.541 52.122 30
batch23.76 11.175 52.1206 22
batch70.95 9.447 52.1203 18
batch83.46 7.893 52.1118 26
batch69.63 11.084 52.1116 22
batch64.92 9.443 52.1109 22
batch27.56 11.559 52.1105 8
batch33.68 8.754 52.1076 14
batch92.69 9.089 52.1053 7
batch43.33 8.809 52.1041 17
batch57.10 9.009 52.0963 41
batch29.45 9.710 52.0928 26
batch60.47 8.793 52.0919 14
batch25.26 8.473 52.0884 19
batch89.63 9.255 52.0878 9
batch85.66 9.112 52.0877 7
batch81.27 10.044 52.0876 5
batch78.29 9.326 52.0867 10
batch60.46 9.776 52.0806 8
batch57.24 8.695 52.0803 25
batch25.30 8.902 52.0783 10
batch36.65 9.603 52.0728 17
batch44.69 7.558 52.0725 6
batch22.57 10.707 52.072 2
