612 8.408 57.3253 11 156.485
953 8.116 57.3076 11 156.389
711 12.047 57.3065 11 156.383
556 11.683 58.6464 12 156.336
799 9.752 57.2906 11 156.296
696 10.919 58.6316 12 156.257
45 9.911 57.2446 11 156.045
19 13.441 57.235 11 155.993
592 10.866 58.5794 12 155.979
923 8.822 58.5655 12 155.905
980 12.614 58.5189 12 155.657
435 12.122 57.1707 11 155.642
689 11.882 58.4732 12 155.414
44 8.411 57.1127 11 155.327
693 10.789 58.4519 12 155.301
16 11.747 58.4464 12 155.272
458 7.329 57.0706 11 155.098
402 10.029 58.3901 12 154.973
921 12.699 58.3857 12 154.95
151 10.387 58.3755 12 154.895
875 10.725 55.6478 10 154.834
343 8.134 57.0128 11 154.784
9 9.452 58.2875 12 154.429
820 10.879 56.9268 11 154.317
294 10.654 59.5728 13 154.301
624 8.756 55.5416 10 154.243
622 8.860 59.5427 13 154.145
592 8.933 58.2308 12 154.128
387 12.205 58.2273 12 154.11
848 8.833 58.2166 12 154.053
715 9.153 58.2069 12 154.002
449 7.868 58.2035 12 153.984
462 11.119 56.8427 11 153.862
715 8.734 58.1672 12 153.792
348 9.927 55.4477 10 153.722
140 10.317 58.1456 12 153.678
447 10.908 58.1452 12 153.676
586 10.881 56.8011 11 153.636
18 9.232 58.1248 12 153.568
734 11.844 59.412 13 153.469
637 7.828 56.7213 11 153.205
155 8.675 59.3602 13 153.201
898 11.148 55.3531 10 153.198
456 8.191 56.7172 11 153.183
105 8.091 59.3398 13 153.096
721 10.785 56.666 11 152.906
158 13.032 59.2914 13 152.847
251 7.493 57.9755 12 152.78
887 11.923 57.9709 12 152.756
718 11.638 57.9265 12 152.522
752 8.414 60.4935 14 152.478
729 8.510 57.8951 12 152.356
648 8.074 57.8174 12 151.948
348 11.580 57.7944 12 151.827
746 11.743 56.4642 11 151.819
7 8.071 59.089 13 151.805
910 12.147 59.05 13 151.604
599 9.139 59.0413 13 151.56
386 11.373 60.3098 14 151.553
693 12.222 60.3042 14 151.525
743 12.385 59.0317 13 151.511
919 7.800 55.0452 10 151.499
480 11.296 57.6962 12 151.311
727 7.704 57.6939 12 151.299
777 12.768 56.3613 11 151.266
799 8.931 57.6732 12 151.191
845 11.628 56.3398 11 151.151
324 7.533 56.3343 11 151.122
906 8.328 57.6528 12 151.084
436 8.033 58.9439 13 151.06
290 7.785 57.6376 12 151.004
845 10.105 56.3075 11 150.978
468 11.936 57.6195 12 150.909
15 9.459 57.6041 12 150.829
710 6.701 58.8894 13 150.781
154 10.435 57.5921 12 150.766
492 8.214 57.5457 12 150.523
454 11.912 57.5447 12 150.518
223 10.912 60.0874 14 150.437
432 11.363 57.5231 12 150.405
846 8.983 57.5112 12 150.343
311 8.782 57.4946 12 150.256
306 12.526 56.1713 11 150.248
18 8.226 58.7624 13 150.131
852 10.813 54.7938 10 150.118
549 7.515 58.7374 13 150.004
718 12.403 57.4286 12 149.911
943 12.386 58.7069 13 149.848
263 12.099 59.942 14 149.71
70 7.681 58.6728 13 149.674
186 11.725 58.67 13 149.66
252 8.441 57.38 12 149.657
930 12.453 57.3718 12 149.615
307 8.474 57.3696 12 149.603
762 8.145 57.3587 12 149.546
598 7.573 57.3443 12 149.471
200 8.749 57.3435 12 149.467
128 11.326 54.6725 10 149.454
904 8.571 58.6209 13 149.409
837 8.142 58.6148 13 149.378
702 8.996 58.6005 13 149.305
643 9.460 57.2872 12 149.174
274 8.637 57.2675 12 149.071
182 11.006 58.5398 13 148.996
177 13.334 57.2505 12 148.983
600 11.739 57.2487 12 148.973
397 8.265 57.234 12 148.897
892 12.798 57.2295 12 148.873
359 8.860 58.5057 13 148.822
663 10.731 58.501 13 148.799
846 11.904 57.1868 12 148.651
124 12.618 57.1864 12 148.649
173 7.883 58.4714 13 148.648
221 10.550 58.4696 13 148.639
930 10.210 58.4498 13 148.538
58 8.025 57.1629 12 148.527
267 9.659 58.4455 13 148.516
11 10.288 55.839 11 148.476
482 9.303 58.418 13 148.377
550 12.844 55.8118 11 148.331
653 10.727 57.0726 12 148.058
213 8.724 58.3386 13 147.974
461 8.401 57.0472 12 147.927
161 11.474 57.0452 12 147.916
686 8.803 57.0446 12 147.913
545 12.527 57.0411 12 147.895
563 12.120 59.5617 14 147.817
228 8.251 58.2938 13 147.746
323 10.469 57.0067 12 147.717
788 9.498 56.9951 12 147.656
562 9.286 55.6533 11 147.49
230 12.085 58.2132 13 147.338
903 7.911 59.4502 14 147.264
278 10.644 56.9181 12 147.258
576 11.035 56.891 12 147.118
269 9.798 58.1358 13 146.947
61 10.718 58.1302 13 146.918
346 7.325 56.8367 12 146.837
764 7.563 58.1114 13 146.823
635 9.082 58.1091 13 146.812
311 11.012 59.3585 14 146.81
17 7.777 58.0788 13 146.659
982 8.659 59.3221 14 146.63
405 12.027 55.489 11 146.62
351 10.930 58.0346 13 146.435
397 9.791 58.022 13 146.372
277 12.459 56.7365 12 146.32
796 11.047 58.0037 13 146.28
940 11.211 56.7158 12 146.213
47 7.833 59.2367 14 146.208
221 9.464 56.7135 12 146.201
226 13.035 57.9857 13 146.189
9 9.898 57.9771 13 146.145
531 9.166 56.7013 12 146.138
111 9.174 59.2205 14 146.128
262 8.813 59.2116 14 146.084
235 10.176 59.2098 14 146.075
99 12.485 56.6835 12 146.046
230 8.712 59.1947 14 146.001
45 7.738 57.9449 13 145.983
90 12.335 57.9431 13 145.974
165 11.612 55.36 11 145.94
342 11.777 59.1813 14 145.934
445 9.577 57.931 13 145.913
621 7.315 57.9232 13 145.874
422 6.959 59.1318 14 145.69
681 11.148 59.1211 14 145.638
841 7.715 59.1186 14 145.625
641 12.850 56.5976 12 145.604
803 11.764 57.8669 13 145.59
481 7.991 60.3232 15 145.556
870 12.631 56.588 12 145.555
1 11.374 56.5578 12 145.399
723 10.990 60.2822 15 145.358
496 10.085 56.5248 12 145.23
232 11.412 56.5212 12 145.211
64 7.087 60.2475 15 145.19
995 10.975 56.509 12 145.149
489 9.394 57.772 13 145.113
23 8.941 58.976 14 144.924
583 12.055 56.4461 12 144.826
613 13.044 56.4427 12 144.808
691 9.163 56.4364 12 144.776
292 8.163 56.4165 12 144.674
117 11.481 57.6792 13 144.647
842 8.825 58.9069 14 144.584
199 11.581 57.6641 13 144.572
136 8.685 56.3844 12 144.509
6 10.438 57.6481 13 144.491
928 7.699 57.6395 13 144.448
879 9.441 58.8736 14 144.421
55 8.272 57.6186 13 144.344
41 12.872 56.3394 12 144.279
614 11.265 57.5989 13 144.245
757 7.352 58.8302 14 144.208
644 12.187 57.563 13 144.065
533 10.598 57.5536 13 144.018
858 9.644 57.5469 13 143.985
593 9.967 57.5339 13 143.92
389 8.221 58.7668 14 143.897
390 10.279 57.511 13 143.805
523 9.563 57.5093 13 143.797
79 10.926 56.2383 12 143.761
32 13.032 57.4974 13 143.737
333 7.745 58.7292 14 143.713
166 9.712 57.4909 13 143.705
179 8.440 56.2186 12 143.66
256 13.214 57.4806 13 143.653
192 7.820 57.4781 13 143.641
643 8.692 57.4723 13 143.612
129 7.894 58.7077 14 143.608
127 9.507 58.7057 14 143.598
803 8.777 58.7041 14 143.59
949 8.386 58.7038 14 143.589
616 8.539 56.1974 12 143.552
799 8.149 56.194 12 143.535
652 10.101 59.8958 15 143.5
304 10.082 58.6811 14 143.478
764 8.239 58.6725 14 143.436
977 9.293 58.6588 14 143.369
498 12.836 58.652 14 143.336
152 8.955 57.4133 13 143.317
300 10.432 56.1435 12 143.277
611 9.939 56.1431 12 143.275
722 8.804 54.8467 11 143.246
968 11.645 56.1185 12 143.149
285 12.253 56.1128 12 143.12
672 8.971 58.6024 14 143.093
539 10.237 58.6018 14 143.09
622 11.353 58.568 14 142.925
469 8.805 57.3259 13 142.881
770 9.576 58.5374 14 142.776
399 9.452 57.3001 13 142.752
168 12.335 57.2797 13 142.651
441 11.291 58.5069 14 142.627
117 12.768 54.7145 11 142.556
735 10.571 55.9994 12 142.542
863 8.034 57.2412 13 142.459
109 7.784 57.2393 13 142.449
145 9.654 57.2246 13 142.376
395 11.052 57.2235 13 142.371
829 9.746 58.4511 14 142.355
224 8.025 55.9442 12 142.262
670 11.932 55.9328 12 142.204
861 9.644 53.3071 10 142.082
973 10.279 58.3746 14 141.983
919 11.699 59.5736 15 141.961
395 12.761 58.3697 14 141.959
29 8.532 55.8745 12 141.907
86 8.106 58.3531 14 141.879
867 9.964 57.106 13 141.787
684 8.254 57.0848 13 141.681
913 9.547 57.0787 13 141.651
249 8.049 57.0786 13 141.651
752 10.942 59.4886 15 141.556
555 10.547 57.0579 13 141.548
166 10.322 55.7979 12 141.518
255 8.550 58.2788 14 141.517
339 11.248 58.2776 14 141.512
863 10.796 55.7905 12 141.481
814 11.352 59.4715 15 141.474
534 10.382 57.0385 13 141.452
557 8.361 57.0324 13 141.422
556 8.205 59.4578 15 141.409
898 9.029 57.0286 13 141.403
28 9.235 58.2521 14 141.388
762 10.632 58.2377 14 141.318
649 9.862 54.4716 11 141.293
260 8.375 57.0032 13 141.277
728 9.909 59.4238 15 141.248
380 9.503 56.9958 13 141.24
404 11.623 55.7254 12 141.151
794 12.557 56.9733 13 141.129
542 11.832 56.9733 13 141.129
274 12.040 56.9674 13 141.099
288 12.449 56.9625 13 141.075
361 8.897 56.9577 13 141.051
880 8.366 58.1807 14 141.041
306 11.071 55.7037 12 141.041
625 13.100 56.9549 13 141.037
121 13.288 56.9464 13 140.995
244 11.307 59.3623 15 140.955
45 7.405 59.3531 15 140.912
60 10.994 59.3357 15 140.829
37 12.353 56.9075 13 140.803
490 7.300 58.1302 14 140.797
851 7.588 56.9048 13 140.789
504 9.004 59.322 15 140.764
303 9.544 58.1125 14 140.711
561 8.416 59.293 15 140.626
463 11.772 58.0945 14 140.624
845 8.907 56.8657 13 140.596
677 8.043 58.0884 14 140.594
231 8.906 55.613 12 140.582
80 7.616 56.8604 13 140.57
635 10.418 55.6085 12 140.559
578 11.020 58.0669 14 140.49
371 9.447 56.8412 13 140.475
396 9.104 58.0633 14 140.473
838 12.927 58.0629 14 140.471
54 9.018 58.048 14 140.399
365 7.927 58.041 14 140.365
196 11.870 58.0393 14 140.357
411 12.961 55.5586 12 140.307
332 12.344 56.7939 13 140.241
816 10.478 56.7903 13 140.223
812 9.776 55.5394 12 140.21
366 12.580 56.7766 13 140.156
808 9.879 57.9942 14 140.139
725 11.238 59.1804 15 140.093
487 11.557 56.7588 13 140.068
223 10.271 56.7146 13 139.85
902 7.248 60.2963 16 139.832
305 12.188 56.7031 13 139.793
621 10.539 57.9225 14 139.792
811 9.078 55.4458 12 139.738
414 7.633 57.9086 14 139.725
374 7.827 59.0969 15 139.698
969 11.279 57.8961 14 139.665
784 9.199 57.8907 14 139.639
60 10.270 60.2517 16 139.626
971 9.797 55.4214 12 139.615
736 12.068 57.8787 14 139.581
669 9.120 57.8782 14 139.579
980 10.987 57.8779 14 139.577
465 9.988 56.6479 13 139.521
564 11.504 59.0542 15 139.496
375 9.158 59.0535 15 139.493
487 9.161 57.8526 14 139.455
