batch7.238 8.250 54.3739 12
batch28.221 8.717 54.1226 17
batch167.139 7.773 54.118 16
batch88.181 8.394 54.086 17
batch20.10 9.649 54.0492 15
batch198.177 8.027 54.0383 15
batch33.12 7.809 54.0275 16
batch59.244 9.273 54.0243 14
batch54.171 7.905 54.0124 10
batch74.102 10.335 54.0107 16
batch47.234 11.658 54.0085 17
batch59.63 11.777 54.0077 11
batch66.124 10.492 54.0022 14
batch82.5 8.813 53.9341 16
batch69.116 7.145 53.9297 16
batch45.94 10.532 53.9013 17
batch127.223 9.680 53.897 12
batch66.14 13.024 53.8297 10
batch189.195 9.052 53.801 15
batch148.20 7.901 53.7963 17
batch50.256 7.653 53.7877 15
batch145.263 9.092 53.7876 9
batch92.176 8.025 53.7856 13
batch133.58 8.879 53.7792 17
batch181.95 8.278 53.7624 14
batch193.173 7.694 53.756 16
batch64.262 7.829 53.7548 17
batch196.144 8.768 53.7488 17
batch82.10 7.409 53.7315 16
batch53.101 12.517 53.7282 13
batch123.148 10.909 53.725 14
batch166.118 11.298 53.7198 16
batch199.11 8.021 53.6918 17
batch168.217 9.194 53.6806 15
batch117.62 8.188 53.6802 17
batch188.234 7.547 53.6792 16
batch95.31 8.472 53.6772 14
batch142.56 7.915 53.6749 16
batch10.84 12.572 53.6693 8
batch47.74 12.970 53.6618 15
batch99.156 13.591 53.6558 16
batch136.224 7.720 53.6536 17
batch115.150 9.823 53.6334 17
batch195.10 12.963 53.627 17
batch44.146 9.914 53.6051 12
batch154.35 9.526 53.5997 15
batch85.278 8.129 53.5996 9
batch91.194 12.088 53.5827 16
batch144.201 9.238 53.5753 17
batch191.65 6.327 53.5713 17
batch119.21 8.655 53.5615 13
batch77.249 8.701 53.5577 17
batch10.232 10.964 53.5546 17
batch66.56 9.831 53.5471 17
batch80.239 6.608 53.5363 15
batch98.132 8.637 53.5295 15
batch94.193 11.893 53.524 12
batch83.254 11.440 53.5208 11
batch69.88 10.301 53.5192 10
batch195.260 11.404 53.5081 14
batch55.236 7.393 53.5065 16
batch175.124 9.772 53.5045 13
batch157.169 12.713 53.5036 17
batch30.22 9.309 53.4964 15
batch168.74 10.429 53.4934 16
batch37.105 10.517 53.4822 15
batch70.146 7.912 53.4794 17
batch34.205 11.076 53.476 17
batch89.91 7.970 53.4753 15
batch149.123 8.758 53.4664 13
batch9.274 12.585 53.4658 16
batch75.59 9.267 53.4652 16
batch67.279 9.219 53.4625 14
batch59.225 8.600 53.4585 17
batch160.163 9.711 53.4532 16
batch65.141 11.049 53.4493 14
batch112.154 9.122 53.4478 16
batch75.21 13.061 53.4455 15
batch161.180 9.112 53.443 9
batch194.11 9.133 53.4326 16
batch106.140 9.170 53.4308 16
batch193.109 12.949 53.4297 15
batch6.16 9.101 53.4194 17
batch58.142 9.700 53.4164 17
batch26.213 10.893 53.411 16
batch5.128 8.093 53.4094 17
batch17.178 10.910 53.4084 17
batch43.202 8.653 53.4037 15
batch91.132 8.484 53.3944 14
