batch33.537 8.750 60.4383 16
batch0.597 9.260 60.3139 11
batch18.765 11.031 60.0394 11
batch14.160 10.465 59.976 12
batch6.690 10.965 59.9389 14
batch15.470 10.288 59.9011 16
batch53.86 12.773 59.9003 13
batch3.725 11.768 59.8742 11
batch35.394 12.494 59.7829 13
batch43.201 12.130 59.6933 17
batch24.922 12.116 59.5842 10
batch15.704 11.712 59.5804 17
batch55.158 11.899 59.5775 12
batch12.619 13.283 59.5732 15
batch67.330 12.182 59.5622 11
batch42.2 12.187 59.5346 11
batch5.786 8.432 59.4686 14
batch46.29 13.897 59.4315 15
batch44.112 11.820 59.4314 12
batch35.25 7.966 59.4122 16
batch14.55 13.120 59.4064 12
batch13.77 11.504 59.3461 14
batch17.219 12.587 59.3425 16
batch33.390 12.302 59.3421 17
batch22.735 11.857 59.3421 13
batch2.671 13.337 59.3169 7
batch61.73 11.340 59.3079 17
batch16.640 10.738 59.2869 10
batch50.397 10.981 59.2833 17
batch1.148 12.594 59.2823 17
batch35.708 12.538 59.2684 13
batch32.738 12.500 59.2582 14
batch32.411 10.181 59.2414 16
batch66.95 12.238 59.1733 12
batch35.728 13.047 59.1712 17
batch46.136 10.839 59.1699 17
batch31.814 8.619 59.1593 17
batch75.138 10.569 59.1254 11
batch71.369 13.657 59.1236 10
batch0.487 13.160 59.121 13
batch5.986 13.983 59.1043 11
batch21.721 12.166 59.0601 16
batch36.606 11.019 59.0497 15
batch19.524 12.428 59.0482 15
batch22.550 12.857 59.031 14
batch10.768 8.052 59.0199 12
batch16.991 12.139 59.0177 13
batch70.19 10.663 59.011 17
batch42.462 11.134 59.0084 16
batch11.972 11.346 59.0015 5
batch7.366 11.944 58.9984 14
batch2.74 11.462 58.9759 12
batch29.371 12.904 58.9726 16
batch35.527 10.049 58.967 17
batch4.454 13.590 58.9659 13
batch10.325 8.172 58.9636 16
batch3.950 9.920 58.9534 12
batch35.252 10.344 58.9517 16
batch12.780 11.981 58.9517 15
batch31.791 11.462 58.9495 16
batch19.681 9.899 58.9487 16
batch19.774 13.641 58.9483 10
batch20.658 12.518 58.941 15
batch15.815 12.267 58.9377 17
batch57.263 11.067 58.9371 12
batch64.294 11.167 58.9297 13
batch11.479 8.281 58.919 14
batch16.213 11.085 58.9178 10
batch71.354 11.628 58.9146 7
batch11.818 13.463 58.9024 7
batch15.97 13.567 58.8994 16
batch25.3 11.903 58.8944 16
batch62.288 13.335 58.8917 12
batch4.726 13.374 58.8791 12
batch9.712 11.026 58.8763 15
batch63.80 13.148 58.8743 14
batch5.566 13.164 58.8739 11
batch73.390 10.657 58.8735 16
batch25.793 14.253 58.8634 13
batch16.425 12.570 58.8624 9
batch50.197 13.857 58.8433 7
batch16.405 10.285 58.8351 14
batch13.504 11.872 58.8349 15
batch29.201 12.095 58.8343 6
batch9.378 12.810 58.8294 12
batch42.342 10.265 58.8196 17
batch32.674 12.938 58.8176 15
batch0.919 13.027 58.811 17
batch28.850 13.841 58.8068 16
batch85.3 11.438 58.793 17
batch2.30 13.518 58.793 15
batch28.182 12.979 58.7881 11
batch30.262 10.500 58.7871 17
batch9.416 12.543 58.7831 12
batch11.227 12.614 58.7775 16
batch42.403 12.509 58.7707 14
batch17.515 11.748 58.7699 16
batch40.466 12.574 58.7679 11
batch68.74 12.564 58.766 16
batch32.69 12.814 58.7598 10
batch2.223 12.646 58.7562 12
batch40.97 11.246 58.7553 17
batch31.507 12.568 58.753 17
batch11.340 7.281 58.752 10
batch67.269 9.557 58.7373 14
batch24.767 12.778 58.7361 15
batch31.143 12.148 58.7346 16
batch46.325 10.523 58.7241 15
batch10.910 11.129 58.7224 10
batch52.153 13.477 58.7211 11
batch7.287 12.589 58.7208 16
batch38.123 13.987 58.7129 9
batch14.781 11.277 58.7029 16
