11.421 271.985
11.329 381.344
10.504 532.227
7.837 1253.61
11.466 657.241
11.366 468.469
11.094 309.734
10.807 395.638
11.300 443.646
8.932 606.231
11.046 241.645
11.216 464.49
11.054 435.809
10.918 563.385
10.937 239.717
11.402 860.776
11.073 339.651
8.330 1026.31
11.142 461.9
11.085 276.847
11.093 374.847
10.812 291.147
10.634 553.798
11.081 446.984
7.857 581.572
11.221 319.299
11.232 306.755
8.953 262.364
7.485 541.343
9.074 2361.3
10.680 244.682
10.933 238.912
7.540 380.141
11.062 269.388
10.753 314.896
10.738 254.119
10.604 327.009
8.198 859.325
11.244 201.155
10.983 412.043
11.189 330.587
11.212 326.261
10.959 411.589
10.941 571.487
11.106 308.577
7.340 405.66
10.768 505.844
7.237 583.661
8.280 1672.89
11.428 749.117
11.038 553.112
11.073 453.775
11.201 262.704
7.712 609.978
11.033 261.704
11.088 350.694
10.544 522.846
10.852 323.904
10.938 383.064
10.937 273.405
10.496 354.389
11.435 1051.05
9.634 621.625
11.444 476.715
11.256 310.297
8.434 1717.85
11.027 360.935
10.549 718.821
10.110 246.15
11.183 214.518
11.544 748.854
11.222 493.529
10.627 279.008
9.145 326.712
11.023 348.256
11.410 416.113
7.970 1269.87
7.540 860.933
10.710 336.161
10.677 342.029
11.228 566.832
11.252 542.187
11.134 393.163
10.528 267.102
10.646 318.323
7.791 780.557
11.391 366.299
10.315 1291.24
8.255 697.077
11.247 315.979
8.664 405.85
11.291 508.927
10.843 620.073
9.118 547.276
11.573 447.079
11.344 461.149
11.156 380.911
11.351 499.913
11.292 467.288
11.248 321.274
11.240 987.534
10.981 220.44
11.185 966.347
10.596 452.949
8.467 269.012
10.882 820.418
10.984 322.227
7.402 584.317
11.230 349.47
11.111 363.842
10.939 466.536
11.447 402.12
11.007 236.861
11.467 1159.54
10.908 1059.82
8.777 627.326
10.764 654.994
10.982 225.355
11.066 422.745
10.983 245.082
8.906 1530.82
7.378 475.627
10.939 593.291
11.373 433.247
10.745 428.52
11.463 681.031
11.141 963.42
8.929 345.575
9.490 257.201
10.920 399.065
8.928 1157.41
9.907 322.495
11.688 555.284
10.779 264.829
10.657 221.47
11.086 259.664
10.928 863.901
11.023 484.848
11.255 255.514
10.573 769.332
8.737 1379.23
10.769 757.375
8.065 875.759
11.419 409.518
7.352 615.249
11.485 385.289
8.319 1276.85
7.284 829.038
11.414 619.933
7.209 550.756
10.934 710.827
10.799 287.089
9.033 369.047
11.224 467.251
11.234 402.355
11.166 600.74
11.369 326.857
11.161 521.042
11.294 163.4
11.293 838.294
11.074 239.001
11.598 611.315
10.527 533.707
7.478 529.974
11.381 336.369
11.535 432.229
11.087 851.904
11.168 367.099
9.290 1234.31
11.071 181.928
11.194 443.553
11.320 354.328
10.824 817.057
11.424 1188.03
11.326 421.565
11.052 473.229
11.208 331.942
11.226 223.123
11.118 221.547
11.081 364.735
9.234 192.553
11.131 973.671
8.258 466.013
7.665 660.633
11.261 599.861
10.808 264.862
10.936 573.26
11.062 340.626
10.967 434.529
10.992 353.456
10.901 452.597
11.081 328.703
11.014 592.25
11.374 405.556
11.281 765.334
11.310 473.136
11.342 387.389
11.024 308.431
10.944 620.188
11.249 712.49
10.411 977.902
11.636 694.789
10.876 263.028
8.196 942.581
11.493 718.415
11.072 227.43
11.269 268.673
9.807 604.407
10.958 925.454
10.775 277.281
11.271 481.003
11.325 375.076
8.464 300.312
10.951 302.531
10.797 453.346
11.237 661.984
11.422 326.282
11.266 527.683
10.963 182.887
11.181 824.011
11.035 267.021
10.863 169.051
8.846 354.356
10.689 226.692
11.304 213.249
7.952 1269.11
11.403 306.283
11.275 748.257
10.927 258.001
11.229 406.389
8.994 327.808
10.977 570.061
10.486 545.01
7.586 808.988
10.755 364.002
11.064 338.141
11.198 355.992
11.090 777.49
11.409 362.877
11.241 429.45
11.164 392.745
9.137 235.678
8.902 749.678
11.478 996.846
11.464 474.65
8.221 665.332
10.753 386.099
10.971 507.198
11.328 787.445
10.909 874.441
11.356 634.602
7.449 629.669
10.454 200.01
7.520 651.096
10.809 323.489
11.430 905.585
11.177 337.742
11.253 485.899
10.005 294.61
11.097 394.117
10.882 231.35
11.162 619.74
10.435 740.251
10.830 322.095
9.309 307.565
9.008 525.66
11.447 351.269
11.417 684.96
10.905 433.961
11.336 293.659
11.185 476.154
11.065 279.367
11.215 468.058
10.994 268.864
11.182 558.874
10.912 394.655
10.950 225.128
11.412 360.748
9.796 480.008
11.167 328.342
11.132 413.208
10.898 349.373
11.077 557.99
10.801 527.305
11.238 286.957
11.380 917.112
11.228 680.248
11.328 364.153
10.717 738.739
11.333 1165.59
11.168 400.446
11.345 767.603
10.539 666.468
7.987 1317.42
11.272 405.503
11.076 298.471
8.009 1330.96
11.526 427.835
10.642 334.862
11.320 862.224
11.388 504.614
11.318 266.303
8.059 1971.19
10.345 707.994
11.577 503.382
11.107 400.819
10.975 269.891
8.294 366.5
9.372 292.592
7.270 567.154
11.526 508.972
11.222 910.408
10.863 261.674
7.051 908.599
11.289 624.805
11.426 634.118
11.343 702.875
11.034 636.076
8.218 1104.22
11.371 342.177
11.138 738.296
11.039 495.551
10.577 640.462
11.387 566.297
8.530 531.906
11.153 571.343
10.843 395.925
10.379 334.343
11.235 287.194
10.943 275.927
11.251 738.986
7.493 837.002
9.048 783.484
7.158 821.462
7.662 721.582
11.124 339.113
8.499 253.353
11.159 198.319
10.863 442.295
10.977 502.261
10.826 416.072
11.500 393.423
10.720 2509.6
10.938 235.675
10.786 374.596
11.055 380.694
10.813 1166.91
11.470 434.529
11.057 375.021
11.185 581.825
8.339 814.521
11.096 365.84
10.976 712.217
10.610 753.621
11.268 787.434
10.529 477.892
11.290 629.879
10.982 1051.32
11.282 570.298
9.174 1711.84
11.399 569.084
11.097 256.641
7.573 1216.89
10.887 328.579
8.388 1530.33
9.468 735.862
11.155 308.626
10.641 525.745
11.080 381.858
11.508 352.032
10.742 170.34
7.397 553.356
11.402 1361.15
11.280 290.768
11.372 734.174
11.252 601.926
10.933 194.824
11.738 504.393
11.127 457.21
7.743 399.803
10.478 492.317
7.637 529.258
8.415 787.236
10.880 605.251
11.158 268.115
9.086 269.7
10.823 558.938
11.206 480.353
10.981 472.715
10.269 492.178
